Data;DataExcel;SetorIndustrial;Regiao;Consumo;DataVersao
20250801;01/08/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Centro-Oeste;2.366;22/09/2025
20250801;01/08/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Nordeste;49.138.999.999.999.900;22/09/2025
20250801;01/08/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Norte;37.302;22/09/2025
20250801;01/08/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Sudeste;19.127.637.999.999.900;22/09/2025
20250801;01/08/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Sul;4.497.547;22/09/2025
20250801;01/08/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Centro-Oeste;1.671;22/09/2025
20250801;01/08/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Nordeste;9.828.838.299.999.990;22/09/2025
20250801;01/08/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Norte;74.479;22/09/2025
20250801;01/08/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Sudeste;11.982.492;22/09/2025
20250801;01/08/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Sul;28.472.690.000.000.000;22/09/2025
20250801;01/08/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Centro-Oeste;70.007.876;22/09/2025
20250801;01/08/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Nordeste;133.064.013;22/09/2025
20250801;01/08/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Norte;367.356.251;22/09/2025
20250801;01/08/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Sudeste;768.826.688;22/09/2025
20250801;01/08/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Sul;779.694;22/09/2025
20250801;01/08/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Centro-Oeste;73.302.541;22/09/2025
20250801;01/08/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Nordeste;51.010.741;22/09/2025
20250801;01/08/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Norte;23.292.263;22/09/2025
20250801;01/08/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Sudeste;126.908.048;22/09/2025
20250801;01/08/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Sul;32.933.254;22/09/2025
20250801;01/08/2025;09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;Centro-Oeste;43.815.200.000.000.000;22/09/2025
20250801;01/08/2025;09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;Nordeste;22.357.492;22/09/2025
20250801;01/08/2025;09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;Norte;2.666.804;22/09/2025
20250801;01/08/2025;09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;Sudeste;3050.7;22/09/2025
20250801;01/08/2025;09 - ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;Sul;379.373;22/09/2025
20250801;01/08/2025;10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Centro-Oeste;377.547.757;22/09/2025
20250801;01/08/2025;10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Nordeste;21.724.044.999.999.900;22/09/2025
20250801;01/08/2025;10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Norte;125.425.252;22/09/2025
20250801;01/08/2025;10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Sudeste;740818.92;22/09/2025
20250801;01/08/2025;10 - FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Sul;8.387.688.240.000.000;22/09/2025
20250801;01/08/2025;11 - FABRICAÇÃO DE BEBIDAS;Centro-Oeste;16.856.275;22/09/2025
20250801;01/08/2025;11 - FABRICAÇÃO DE BEBIDAS;Nordeste;6.312.935.799.999.990;22/09/2025
20250801;01/08/2025;11 - FABRICAÇÃO DE BEBIDAS;Norte;15.131.973.000.000.000;22/09/2025
20250801;01/08/2025;11 - FABRICAÇÃO DE BEBIDAS;Sudeste;10.442.286.899.999.900;22/09/2025
20250801;01/08/2025;11 - FABRICAÇÃO DE BEBIDAS;Sul;43.371.052;22/09/2025
20250801;01/08/2025;12 - FABRICAÇÃO DE PRODUTOS DO FUMO;Centro-Oeste;2.1;22/09/2025
20250801;01/08/2025;12 - FABRICAÇÃO DE PRODUTOS DO FUMO;Nordeste;20.567.900.000.000.000;22/09/2025
20250801;01/08/2025;12 - FABRICAÇÃO DE PRODUTOS DO FUMO;Sudeste;5.016.042;22/09/2025
20250801;01/08/2025;12 - FABRICAÇÃO DE PRODUTOS DO FUMO;Sul;20.658.222.999.999.900;22/09/2025
20250801;01/08/2025;13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS;Centro-Oeste;21.632.331;22/09/2025
20250801;01/08/2025;13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS;Nordeste;12.797.797.499.999.900;22/09/2025
20250801;01/08/2025;13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS;Norte;1.741.455;22/09/2025
20250801;01/08/2025;13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS;Sudeste;227.190.836;22/09/2025
20250801;01/08/2025;13 - FABRICAÇÃO DE PRODUTOS TÊXTEIS;Sul;17.930.030.600.000.000;22/09/2025
20250801;01/08/2025;14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;Centro-Oeste;1.102.394;22/09/2025
20250801;01/08/2025;14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;Nordeste;12.528.936.000.000.000;22/09/2025
20250801;01/08/2025;14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;Norte;5.407.929.999.999.990;22/09/2025
20250801;01/08/2025;14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;Sudeste;25.915.857;22/09/2025
20250801;01/08/2025;14 - CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;Sul;13.838.404.000.000.000;22/09/2025
20250801;01/08/2025;15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Centro-Oeste;7.937.129;22/09/2025
20250801;01/08/2025;15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Nordeste;47.314.921;22/09/2025
20250801;01/08/2025;15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Norte;34.426.079.999.999.900;22/09/2025
20250801;01/08/2025;15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Sudeste;29.497.919;22/09/2025
20250801;01/08/2025;15 - PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Sul;40.518.087;22/09/2025
20250801;01/08/2025;16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA;Centro-Oeste;10.276.543;22/09/2025
20250801;01/08/2025;16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA;Nordeste;14.570.230.000.000.000;22/09/2025
20250801;01/08/2025;16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA;Norte;13.890.965;22/09/2025
20250801;01/08/2025;16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA;Sudeste;9.739.035.299.999.990;22/09/2025
20250801;01/08/2025;16 - FABRICAÇÃO DE PRODUTOS DE MADEIRA;Sul;217733.82;22/09/2025
20250801;01/08/2025;17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Centro-Oeste;16.077.746;22/09/2025
20250801;01/08/2025;17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Nordeste;50.511.001;22/09/2025
20250801;01/08/2025;17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Norte;9.218.631.000.000.000;22/09/2025
20250801;01/08/2025;17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Sudeste;42.600.962.700.000.000;22/09/2025
20250801;01/08/2025;17 - FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Sul;31.684.787.705.999.900;22/09/2025
20250801;01/08/2025;18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Centro-Oeste;47.074.399.999.999.900;22/09/2025
20250801;01/08/2025;18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Nordeste;24.034.939.999.999.900;22/09/2025
20250801;01/08/2025;18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Norte;3.019.292;22/09/2025
20250801;01/08/2025;18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Sudeste;27.361.363;22/09/2025
20250801;01/08/2025;18 - IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Sul;9.162.941;22/09/2025
20250801;01/08/2025;19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Centro-Oeste;8.838.625;22/09/2025
20250801;01/08/2025;19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Nordeste;51.960.979;22/09/2025
20250801;01/08/2025;19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Norte;2.421.199;22/09/2025
20250801;01/08/2025;19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Sudeste;123.822.619;22/09/2025
20250801;01/08/2025;19 - FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Sul;4.448.471.200.000.000;22/09/2025
20250801;01/08/2025;20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS;Centro-Oeste;16.249.681.999.999.900;22/09/2025
20250801;01/08/2025;20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS;Nordeste;373.974.945;22/09/2025
20250801;01/08/2025;20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS;Norte;21.000.201;22/09/2025
20250801;01/08/2025;20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS;Sudeste;9.552.416.680.000.000;22/09/2025
20250801;01/08/2025;20 - FABRICAÇÃO DE PRODUTOS QUÍMICOS;Sul;19.377.943.399.999.900;22/09/2025
20250801;01/08/2025;21 - FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Centro-Oeste;17437.54;22/09/2025
20250801;01/08/2025;21 - FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Nordeste;9.371.641;22/09/2025
20250801;01/08/2025;21 - FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Norte;36.886.199.999.999.900;22/09/2025
20250801;01/08/2025;21 - FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Sudeste;86.076.568;22/09/2025
20250801;01/08/2025;21 - FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Sul;14.071.296.999.999.900;22/09/2025
20250801;01/08/2025;22 - FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Centro-Oeste;28.224.261.999.999.900;22/09/2025
20250801;01/08/2025;22 - FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Nordeste;16.563.458.899.999.900;22/09/2025
20250801;01/08/2025;22 - FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Norte;60.671.602;22/09/2025
20250801;01/08/2025;22 - FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Sudeste;5.503.358.690.000.000;22/09/2025
20250801;01/08/2025;22 - FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Sul;237.059.079;22/09/2025
20250801;01/08/2025;23 - FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Centro-Oeste;104.426.478;22/09/2025
20250801;01/08/2025;23 - FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Nordeste;228.439.977;22/09/2025
20250801;01/08/2025;23 - FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Norte;37.169.275;22/09/2025
20250801;01/08/2025;23 - FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Sudeste;7.634.082.830.000.000;22/09/2025
20250801;01/08/2025;23 - FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Sul;21.084.261.300.000.000;22/09/2025
20250801;01/08/2025;24 - METALURGIA;Centro-Oeste;174.952.152;22/09/2025
20250801;01/08/2025;24 - METALURGIA;Nordeste;764.394.338;22/09/2025
20250801;01/08/2025;24 - METALURGIA;Norte;857.428.568;22/09/2025
20250801;01/08/2025;24 - METALURGIA;Sudeste;22.614.771.019.999.900;22/09/2025
20250801;01/08/2025;24 - METALURGIA;Sul;24.023.499.300.000.000;22/09/2025
20250801;01/08/2025;25 - FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Centro-Oeste;10.297.861;22/09/2025
20250801;01/08/2025;25 - FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Nordeste;29.043.986;22/09/2025
20250801;01/08/2025;25 - FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Norte;6.337.379;22/09/2025
20250801;01/08/2025;25 - FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Sudeste;20.919.257.299.999.900;22/09/2025
20250801;01/08/2025;25 - FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Sul;11.368.114.700.000.000;22/09/2025
20250801;01/08/2025;26 - FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Centro-Oeste;37.876.000.000.000.000;22/09/2025
20250801;01/08/2025;26 - FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Nordeste;32.526.300.000.000.000;22/09/2025
20250801;01/08/2025;26 - FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Norte;30.733.560.999.999.900;22/09/2025
20250801;01/08/2025;26 - FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Sudeste;24.403.690.000.000.000;22/09/2025
20250801;01/08/2025;26 - FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Sul;12.608.108;22/09/2025
20250801;01/08/2025;27 - FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Centro-Oeste;34.740.550.000.000.000;22/09/2025
20250801;01/08/2025;27 - FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Nordeste;15.214.026;22/09/2025
20250801;01/08/2025;27 - FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Norte;14.829.267;22/09/2025
20250801;01/08/2025;27 - FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Sudeste;104.363.136;22/09/2025
20250801;01/08/2025;27 - FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Sul;58.242.025;22/09/2025
20250801;01/08/2025;28 - FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Centro-Oeste;2.674.283;22/09/2025
20250801;01/08/2025;28 - FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Nordeste;37.364.469.999.999.900;22/09/2025
20250801;01/08/2025;28 - FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Norte;7.728.701.999.999.990;22/09/2025
20250801;01/08/2025;28 - FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Sudeste;134.982.912;22/09/2025
20250801;01/08/2025;28 - FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Sul;11.184.279.100.000.000;22/09/2025
20250801;01/08/2025;29 - FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Centro-Oeste;6.345.627;22/09/2025
20250801;01/08/2025;29 - FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Nordeste;31.987.083;22/09/2025
20250801;01/08/2025;29 - FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Norte;8.268.934;22/09/2025
20250801;01/08/2025;29 - FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Sudeste;43.001.387.200.000.000;22/09/2025
20250801;01/08/2025;29 - FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Sul;118.793.308;22/09/2025
20250801;01/08/2025;30 - FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Centro-Oeste;34.996;22/09/2025
20250801;01/08/2025;30 - FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Nordeste;4.909.048.000.000.000;22/09/2025
20250801;01/08/2025;30 - FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Norte;24.836.881;22/09/2025
20250801;01/08/2025;30 - FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Sudeste;28.981.204;22/09/2025
20250801;01/08/2025;30 - FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Sul;6.861.110.000.000.000;22/09/2025
20250801;01/08/2025;31 - FABRICAÇÃO DE MÓVEIS;Centro-Oeste;1.847.762;22/09/2025
20250801;01/08/2025;31 - FABRICAÇÃO DE MÓVEIS;Nordeste;5.446.191.000.000.000;22/09/2025
20250801;01/08/2025;31 - FABRICAÇÃO DE MÓVEIS;Norte;16.406.999.999.999.900;22/09/2025
20250801;01/08/2025;31 - FABRICAÇÃO DE MÓVEIS;Sudeste;40.388.358;22/09/2025
20250801;01/08/2025;31 - FABRICAÇÃO DE MÓVEIS;Sul;62.732.009;22/09/2025
20250801;01/08/2025;32 - FABRICAÇÃO DE PRODUTOS DIVERSOS;Centro-Oeste;3.080.189;22/09/2025
20250801;01/08/2025;32 - FABRICAÇÃO DE PRODUTOS DIVERSOS;Nordeste;34.622.699.999.999.900;22/09/2025
20250801;01/08/2025;32 - FABRICAÇÃO DE PRODUTOS DIVERSOS;Norte;2.720.159;22/09/2025
20250801;01/08/2025;32 - FABRICAÇÃO DE PRODUTOS DIVERSOS;Sudeste;54.165.331;22/09/2025
20250801;01/08/2025;32 - FABRICAÇÃO DE PRODUTOS DIVERSOS;Sul;27132.73;22/09/2025
20250801;01/08/2025;33 - MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Centro-Oeste;124.556;22/09/2025
20250801;01/08/2025;33 - MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Nordeste;4.227.198;22/09/2025
20250801;01/08/2025;33 - MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Norte;1.130.894;22/09/2025
20250801;01/08/2025;33 - MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Sudeste;22.400.148.999.999.900;22/09/2025
20250801;01/08/2025;33 - MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Sul;22.577.200.000.000.000;22/09/2025
20250801;01/08/2025;35 - ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Centro-Oeste;15.448.739.999.999.900;22/09/2025
20250801;01/08/2025;35 - ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Nordeste;10.456.328.000.000.000;22/09/2025
20250801;01/08/2025;35 - ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Norte;21.128.990.000.000.000;22/09/2025
20250801;01/08/2025;35 - ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Sudeste;15.483.365.000.000.000;22/09/2025
20250801;01/08/2025;35 - ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Sul;13.714.126;22/09/2025
20250801;01/08/2025;36 - CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;Centro-Oeste;27.033;22/09/2025
20250801;01/08/2025;36 - CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;Nordeste;391.751;22/09/2025
20250801;01/08/2025;36 - CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;Norte;15.379.024.000.000.000;22/09/2025
20250801;01/08/2025;36 - CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;Sudeste;21.464.680.000.000.000;22/09/2025
20250801;01/08/2025;36 - CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA;Sul;13.126;22/09/2025
20250801;01/08/2025;37 - ESGOTO E ATIVIDADES RELACIONADAS;Centro-Oeste;270.0;22/09/2025
20250801;01/08/2025;37 - ESGOTO E ATIVIDADES RELACIONADAS;Nordeste;15.35;22/09/2025
20250801;01/08/2025;37 - ESGOTO E ATIVIDADES RELACIONADAS;Norte;91.046;22/09/2025
20250801;01/08/2025;37 - ESGOTO E ATIVIDADES RELACIONADAS;Sudeste;7.143.220.000.000.000;22/09/2025
20250801;01/08/2025;38 - COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS;;;
20250801;01/08/2025;38 - COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS;;;
20250801;01/08/2025;38 - COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS;;;
20250801;01/08/2025;38 - COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS;;;
20250801;01/08/2025;38 - COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS;;;
20250801;01/08/2025;39 - DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS;Centro-Oeste;4.508;22/09/2025
20250801;01/08/2025;39 - DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS;Norte;-12.402.893;22/09/2025
20250801;01/08/2025;39 - DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS;Sudeste;12.045;22/09/2025
20250801;01/08/2025;39 - DESCONTAMINAÇÃO E OUTROS SERVIÇOS DE GESTÃO DE RESÍDUOS;Sul;0.918;22/09/2025
20250801;01/08/2025;41 - CONSTRUÇÃO DE EDIFÍCIOS;Centro-Oeste;1.533.994;22/09/2025
20250801;01/08/2025;41 - CONSTRUÇÃO DE EDIFÍCIOS;Nordeste;2334.75;22/09/2025
20250801;01/08/2025;41 - CONSTRUÇÃO DE EDIFÍCIOS;Norte;2.731.104;22/09/2025
20250801;01/08/2025;41 - CONSTRUÇÃO DE EDIFÍCIOS;Sudeste;5.199.346;22/09/2025
20250801;01/08/2025;41 - CONSTRUÇÃO DE EDIFÍCIOS;Sul;27.824.283.000.000.000;22/09/2025
20250801;01/08/2025;42 - OBRAS DE INFRA-ESTRUTURA;Centro-Oeste;1.505.125;22/09/2025
20250801;01/08/2025;42 - OBRAS DE INFRA-ESTRUTURA;Nordeste;3.605.951;22/09/2025
20250801;01/08/2025;42 - OBRAS DE INFRA-ESTRUTURA;Norte;973.034;22/09/2025
20250801;01/08/2025;42 - OBRAS DE INFRA-ESTRUTURA;Sudeste;67.801.140.000.000.000;22/09/2025
20250801;01/08/2025;42 - OBRAS DE INFRA-ESTRUTURA;Sul;5.037.889.999.999.990;22/09/2025
20250801;01/08/2025;43 - SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Centro-Oeste;36.833.979.999.999.900;22/09/2025
20250801;01/08/2025;43 - SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Nordeste;6.400.160.000.000.000;22/09/2025
20250801;01/08/2025;43 - SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Norte;3.282.528;22/09/2025
20250801;01/08/2025;43 - SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Sudeste;31.049.700.000.000.000;22/09/2025
20250801;01/08/2025;43 - SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Sul;18.995.984;22/09/2025
20250701;01/07/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Centro-Oeste;34.450.000.000.000.000;22/09/2025
20250701;01/07/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Nordeste;44.881;22/09/2025
20250701;01/07/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Norte;118.905;22/09/2025
20250701;01/07/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Sudeste;14.915.556;22/09/2025
20250701;01/07/2025;05 - EXTRAÇÃO DE CARVÃO MINERAL;Sul;4.760.928.999.999.990;22/09/2025
20250701;01/07/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Centro-Oeste;1.235;22/09/2025
20250701;01/07/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Nordeste;9.541.952.400.000.000;22/09/2025
20250701;01/07/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Norte;79.231;22/09/2025
20250701;01/07/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Sudeste;11.921.919.000.000.000;22/09/2025
20250701;01/07/2025;06 - EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;Sul;2.383.192;22/09/2025
20250701;01/07/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Centro-Oeste;71.144.319;22/09/2025
20250701;01/07/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Nordeste;123.675.065;22/09/2025
20250701;01/07/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Norte;322.352.703;22/09/2025
20250701;01/07/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Sudeste;7.892.251.830.000.000;22/09/2025
20250701;01/07/2025;07 - EXTRAÇÃO DE MINERAIS METÁLICOS;Sul;726.803;22/09/2025
20250701;01/07/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Centro-Oeste;6.961.631.700.000.000;22/09/2025
20250701;01/07/2025;08 - EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;Nordeste;48.881.208.000.000.000;22/09/2025
